,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
1796,GPU 0,0.757,,91,21,,,,,
1800,GPU 0,0.767,0.417,91,21,0.174,0.0,0.0,17081960.0,120958604.0
1806,GPU 0,0.767,,91,21,,,,,
1810,GPU 0,0.726,,91,21,,,,21688279.0,
1814,GPU 0,0.726,0.432,92,23,0.168,0.0,0.0,21688279.0,118579456.0
1818,GPU 0,0.762,0.432,92,23,,0.0,0.0,24703620.0,118579456.0
1822,GPU 0,0.762,,92,23,0.169,0.0,,,
1826,GPU 0,0.762,0.407,92,23,0.169,0.0,,,121794600.0
1830,GPU 0,0.742,,91,23,,,0.0,17876012.0,
1834,GPU 0,0.742,0.421,91,23,0.195,0.0,0.0,17876012.0,135875382.0
1838,GPU 0,0.766,0.436,91,23,0.171,0.0,0.0,19963739.0,134436724.0
1842,GPU 0,0.766,0.436,93,23,,,,,134436724.0
1846,GPU 0,0.752,,93,22,0.17,0.0,0.0,17341350.0,
1850,GPU 0,0.752,0.414,93,22,0.17,0.0,,,118926994.0
1854,GPU 0,0.758,,93,22,,,0.0,16252101.0,
1858,GPU 0,0.758,0.414,91,23,0.174,0.0,,,121594415.0
1864,GPU 0,0.726,,91,23,,,0.0,17226928.0,
1868,GPU 0,0.726,0.421,91,23,0.188,0.0,,,154652373.0
1872,GPU 0,0.74,,91,23,,,0.0,17381343.0,
1876,GPU 0,0.74,0.416,92,21,0.165,0.0,,,114110264.0
1880,GPU 0,0.764,,92,21,,,0.0,17049497.0,
1884,GPU 0,0.764,0.416,92,21,0.173,0.0,,,120970742.0
1888,GPU 0,0.712,,88,21,,,0.0,19714772.0,
1892,GPU 0,0.712,0.405,88,23,0.189,0.0,,,145028812.0
1896,GPU 0,0.766,,88,23,,,0.0,15765055.0,
1900,GPU 0,0.766,0.436,88,23,,,,,112393612.0
1904,GPU 0,0.702,0.387,86,23,0.157,0.0,0.0,15070869.0,108589278.0
1908,GPU 0,0.702,,86,22,,,,,
1912,GPU 0,0.692,0.395,86,22,0.184,0.0,0.0,18077991.0,151591003.0
1916,GPU 0,0.692,0.395,86,22,0.184,0.0,,,151591003.0
1922,GPU 0,0.347,,17,22,,,0.0,8428350.0,
1926,GPU 0,0.0,0.196,17,4,0.078,0.0,0.0,7590949.0,52804814.0
1930,GPU 0,0.0,0.0,17,4,0.0,0.0,,,10369778.0
1934,GPU 0,0.0,,17,4,,,0.0,14384474.0,
1938,GPU 0,0.0,0.0,17,0,0.0,0.0,,,13894391.0
1942,GPU 0,0.0,,1,0,,,0.0,12655770.0,
1946,GPU 0,0.0,0.0,1,0,0.0,0.0,,,11926030.0
1950,GPU 0,0.0,,1,0,,,0.0,50642191.0,
1954,GPU 0,0.0,0.0,1,0,0.0,0.0,,,100434787.0
1958,GPU 0,0.004,,1,0,,,0.0,17407952.0,
1962,GPU 0,0.004,0.002,1,0,,,,,187912071.0
1966,GPU 0,0.008,,1,0,0.0,0.0,0.0,4405682.0,
1970,GPU 0,0.008,0.002,2,0,,,,,13836760.0
1974,GPU 0,0.008,,2,0,0.002,0.0,0.0,5899509.0,
1980,GPU 0,0.008,0.002,2,0,,,,,8596725.0
1984,GPU 0,0.009,,2,0,0.003,0.0,0.0,1701568.0,
1988,GPU 0,0.009,0.007,1,0,,,,,2803191.0
1992,GPU 0,0.0,,1,0,0.0,0.0,0.0,2075499.0,
1996,GPU 0,0.0,0.0,1,0,0.0,0.0,0.0,2075499.0,1491439.0
2000,GPU 0,0.0,0.0,1,0,0.0,0.0,0.0,1407341.0,985613.0
2008,GPU 0,0.001,0.001,0,0,0.0,0.0,0.0,10539843.0,11206395.0
2016,GPU 0,0.574,0.319,0,0,0.129,0.0,0.0,13781245.0,90554285.0
2020,GPU 0,0.574,,86,20,,,,,
2024,GPU 0,0.724,0.397,86,20,0.167,0.0,0.0,39426658.0,135290482.0
2028,GPU 0,0.724,,86,20,,,,,
2032,GPU 0,0.724,,86,20,,,,,
2038,GPU 0,0.69,0.37,56,14,0.202,0.0,0.0,72800218.0,226879961.0
2042,GPU 0,0.69,,56,14,,,,,
2046,GPU 0,0.104,0.055,56,14,0.027,0.0,0.0,142509598.0,2268664895.0
2050,GPU 0,0.104,,56,14,,,,,
2054,GPU 0,0.0,0.0,13,14,0.0,0.0,0.0,5607908.0,5003338.0
2058,GPU 0,0.0,,13,3,,,,,
2062,GPU 0,0.137,0.069,13,3,0.038,0.0,0.0,7015785.0,14755546.0
2066,GPU 0,0.137,,13,3,,,,,
2070,GPU 0,0.362,0.18,25,6,0.101,0.0,0.0,5780287.0,16590986.0
2074,GPU 0,0.0,0.18,25,6,0.101,0.0,0.0,35168057.0,16590986.0
2078,GPU 0,0.0,0.18,25,6,0.101,0.0,,35168057.0,16590986.0
2082,GPU 0,0.0,,25,6,,,0.0,22559389.0,
2086,GPU 0,0.0,0.0,1,0,0.0,0.0,0.0,3368758.0,208339528.0
2090,GPU 0,0.0,,1,0,,,0.0,3368758.0,
2096,GPU 0,0.0,,1,0,,,0.0,3368758.0,
2100,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,1803975.0,1376443.0
2104,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,1657936.0,1209563.0
2112,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,1064183.0,668327.0
2120,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,3112706.0,2455753.0
2128,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,1715342.0,1193961.0
2136,GPU 0,0.0,,0,0,,,0.0,1219842.0,
2144,GPU 0,0.0,,0,0,,,0.0,5132727.0,
2154,GPU 0,0.0,,0,0,,,0.0,7018546.0,
2158,GPU 0,0.0,,0,0,0.0,0.0,0.0,7018546.0,
2162,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7018546.0,3316721.0
2166,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7018546.0,3316721.0
2170,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,5083105.0,3316721.0
2182,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,2739767.0,8966927.0
2186,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,2739767.0,8966927.0
2190,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,2739767.0,8966927.0
2194,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,30095768.0,8966927.0
2198,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,30095768.0,9680488.0
2202,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,23594132.0,9680488.0
2206,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,23594132.0,20757622.0
2228,GPU 0,0.0,0.0,0,0,,,0.0,813387.0,500399.0
2232,GPU 0,0.0,,0,0,,,0.0,813387.0,
2236,GPU 0,0.0,,0,0,,,0.0,860451.0,
2240,GPU 0,0.0,,0,0,,,0.0,860451.0,
2244,GPU 0,0.0,,0,0,,,0.0,860451.0,
2248,GPU 0,0.0,,0,0,,,0.0,1777444.0,
2252,GPU 0,0.0,,0,0,0.0,0.0,0.0,1777444.0,177277.0
2260,GPU 0,0.0,,0,0,,,0.0,1100178.0,
2264,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,865502.0,771689.0
2270,GPU 0,0.0,0.0,0,0,0.0,0.0,,865502.0,771689.0
2274,GPU 0,0.0,0.0,0,0,,0.0,0.0,1047821.0,729826.0
2282,GPU 0,0.0,0.0,0,0,,,0.0,6439386.0,5532137.0
2290,GPU 0,0.0,0.0,0,0,,0.0,0.0,1683589.0,5009069.0
2294,GPU 0,0.0,,0,0,0.0,,0.0,3958452.0,
2302,GPU 0,0.0,,0,0,,,0.0,5192782.0,
2310,GPU 0,0.0,,0,0,,,0.0,7444242.0,
2318,GPU 0,0.0,,0,0,,,0.0,7389708.0,
2328,GPU 0,0.0,,0,0,,,,,
2336,GPU 0,0.0,,0,0,,,,,
2344,GPU 0,0.0,,0,0,,,0.0,7565769.0,
2356,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7899514.0,7226882.0
2360,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7899514.0,7226882.0
2364,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7846968.0,7174370.0
2368,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7490511.0,6792022.0
2376,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,4948355.0,4599366.0
2380,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,6084126.0,4599366.0
2390,GPU 0,0.0,,0,0,,,0.0,5371195.0,
2398,GPU 0,0.0,,0,0,,,0.0,8723822.0,
2406,GPU 0,0.0,,0,0,,,0.0,4854285.0,
2414,GPU 0,0.0,,0,0,,,0.0,3435892.0,
2422,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,3430260.0,3002781.0
2430,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,5083583.0,4567404.0
2434,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,5083583.0,4567404.0
2438,GPU 0,0.004,0.003,0,0,0.003,0.0,0.0,4835732.0,6044665.0
2448,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7574650.0,9825165.0
2456,GPU 0,0.0,0.0,0,0,0.0,0.0,0.0,7865143.0,7865143.0
2464,GPU 0,0.0,0.0,0,0,,0.0,0.0,14439662.0,13189474.0
